it_global,loss
875,0.1843685507774353
876,0.18389084935188293
877,0.1834186464548111
878,0.1829526126384735
879,0.18249207735061646
880,0.18203610181808472
881,0.1815842241048813
882,0.18113622069358826
883,0.18069030344486237
884,0.18024544417858124
885,0.17980116605758667
886,0.17935653030872345
887,0.17891159653663635
888,0.17846503853797913
889,0.17801563441753387
890,0.17756296694278717
891,0.1771061271429062
892,0.17664416134357452
893,0.1761772632598877
894,0.17570427060127258
895,0.17522385716438293
896,0.17473630607128143
897,0.17424067854881287
898,0.17373698949813843
899,0.17322582006454468
900,0.1860072761774063
901,0.18548181653022766
902,0.18496648967266083
903,0.18445907533168793
904,0.1839597374200821
905,0.1834677755832672
906,0.18298211693763733
907,0.1825035661458969
908,0.18203189969062805
909,0.18156738579273224
910,0.18110987544059753
911,0.18065892159938812
912,0.18021366000175476
913,0.17977310717105865
914,0.17933568358421326
915,0.1789003312587738
916,0.17846477031707764
917,0.17802709341049194
918,0.17758691310882568
919,0.17714253067970276
920,0.17669275403022766
921,0.17623646557331085
922,0.17577341198921204
923,0.17530348896980286
924,0.17482690513134003
925,0.17434445023536682
926,0.17385616898536682
927,0.17336252331733704
928,0.17286323010921478
929,0.1723586618900299
930,0.1862664520740509
931,0.18575844168663025
932,0.1852591633796692
933,0.18476736545562744
934,0.1842833161354065
935,0.1838078796863556
936,0.1833411157131195
937,0.18288281559944153
938,0.18243184685707092
939,0.1819871962070465
940,0.1815471351146698
941,0.18111048638820648
942,0.18067666888237
943,0.1802438497543335
944,0.1798107922077179
945,0.1793757677078247
946,0.17893680930137634
947,0.17849236726760864
948,0.1780417114496231
949,0.1775835156440735
950,0.1771167814731598
951,0.17664170265197754
952,0.17615807056427002
953,0.1756667047739029
954,0.17516803741455078
955,0.174663245677948
956,0.17415252327919006
957,0.1736370027065277
958,0.173116534948349
959,0.1725914627313614
960,0.18512430787086487
961,0.18460172414779663
962,0.18409299850463867
963,0.1835978627204895
964,0.18311704695224762
965,0.18264922499656677
966,0.18219342827796936
967,0.18174919486045837
968,0.1813153326511383
969,0.18089072406291962
970,0.18047431111335754
971,0.180062934756279
972,0.17965489625930786
973,0.17924824357032776
974,0.17884060740470886
975,0.17842887341976166
976,0.17801223695278168
977,0.1775898039340973
978,0.17716053128242493
979,0.17672492563724518
980,0.17628321051597595
981,0.17583483457565308
982,0.17538097500801086
983,0.1749219298362732
984,0.1744583547115326
985,0.17399027943611145
986,0.1735171377658844
987,0.1730383336544037
988,0.17255404591560364
989,0.17206397652626038
990,0.18661561608314514
991,0.18609242141246796
992,0.18557961285114288
993,0.1850789487361908
994,0.18458816409111023
995,0.18410718441009521
996,0.18363724648952484
997,0.18317875266075134
998,0.18273130059242249
999,0.1822940707206726
1000,0.18186570703983307
1001,0.18144524097442627
1002,0.18102958798408508
1003,0.18061548471450806
1004,0.1801997274160385
1005,0.17977946996688843
1006,0.17935341596603394
1007,0.17891979217529297
1008,0.17847731709480286
1009,0.17802706360816956
